epoch,rich-serenity-26 - _step,rich-serenity-26 - _step__MIN,rich-serenity-26 - _step__MAX,rich-serenity-26 - train/loss,rich-serenity-26 - train/loss__MIN,rich-serenity-26 - train/loss__MAX,rich-serenity-26 - val/loss,rich-serenity-26 - val/loss__MIN,rich-serenity-26 - val/loss__MAX,misunderstood-night-25 - _step,misunderstood-night-25 - _step__MIN,misunderstood-night-25 - _step__MAX,misunderstood-night-25 - train/loss,misunderstood-night-25 - train/loss__MIN,misunderstood-night-25 - train/loss__MAX,misunderstood-night-25 - val/loss,misunderstood-night-25 - val/loss__MIN,misunderstood-night-25 - val/loss__MAX
90,271.5,271,272,1.428002535380699e-7,1.428002535380699e-7,1.428002535380699e-7,1.752452650157952e-7,1.752452650157952e-7,1.752452650157952e-7,271.5,271,272,1.796848080254092e-7,1.796848080254092e-7,1.796848080254092e-7,1.9772488318119893e-7,1.9772488318119893e-7,1.9772488318119893e-7
91,274.5,274,275,1.5458486316646017e-7,1.5458486316646017e-7,1.5458486316646017e-7,2.861710183929947e-7,2.861710183929947e-7,2.861710183929947e-7,274.5,274,275,1.7126607260651613e-7,1.7126607260651613e-7,1.7126607260651613e-7,1.3657218436247578e-7,1.3657218436247578e-7,1.3657218436247578e-7
92,277.5,277,278,1.1720284882477465e-7,1.1720284882477465e-7,1.1720284882477465e-7,9.84388645051744e-8,9.84388645051744e-8,9.84388645051744e-8,277.5,277,278,1.7656194563288862e-7,1.7656194563288862e-7,1.7656194563288862e-7,1.5432552601059265e-7,1.5432552601059265e-7,1.5432552601059265e-7
93,280.5,280,281,1.525828159244662e-7,1.525828159244662e-7,1.525828159244662e-7,5.566229883355649e-8,5.566229883355649e-8,5.566229883355649e-8,280.5,280,281,1.6133459403286098e-7,1.6133459403286098e-7,1.6133459403286098e-7,1.2660733351297947e-7,1.2660733351297947e-7,1.2660733351297947e-7
94,283.5,283,284,1.3146794014633144e-7,1.3146794014633144e-7,1.3146794014633144e-7,7.482963357049046e-8,7.482963357049046e-8,7.482963357049046e-8,283.5,283,284,1.6054944263171384e-7,1.6054944263171384e-7,1.6054944263171384e-7,1.43558273247885e-7,1.43558273247885e-7,1.43558273247885e-7
95,286.5,286,287,1.3070322167242334e-7,1.3070322167242334e-7,1.3070322167242334e-7,9.626581724932364e-8,9.626581724932364e-8,9.626581724932364e-8,286.5,286,287,1.5971349292288306e-7,1.5971349292288306e-7,1.5971349292288306e-7,1.1729837953626351e-7,1.1729837953626351e-7,1.1729837953626351e-7
96,289.5,289,290,1.3576365324172225e-7,1.3576365324172225e-7,1.3576365324172225e-7,8.403770499749284e-8,8.403770499749284e-8,8.403770499749284e-8,289.5,289,290,1.5495824590036113e-7,1.5495824590036113e-7,1.5495824590036113e-7,2.1710088491140624e-7,2.1710088491140624e-7,2.1710088491140624e-7
97,292.5,292,293,1.4516381442115736e-7,1.4516381442115736e-7,1.4516381442115736e-7,5.794679166174428e-8,5.794679166174428e-8,5.794679166174428e-8,292.5,292,293,1.5024722679191057e-7,1.5024722679191057e-7,1.5024722679191057e-7,1.7554000131566157e-7,1.7554000131566157e-7,1.7554000131566157e-7
98,295.5,295,296,1.340002142563648e-7,1.340002142563648e-7,1.340002142563648e-7,6.211007563923738e-8,6.211007563923738e-8,6.211007563923738e-8,295.5,295,296,1.5327861189781297e-7,1.5327861189781297e-7,1.5327861189781297e-7,1.6819365988408626e-7,1.6819365988408626e-7,1.6819365988408626e-7
99,298.5,298,299,1.1894689290616711e-7,1.1894689290616711e-7,1.1894689290616711e-7,2.495047042634099e-7,2.495047042634099e-7,2.495047042634099e-7,298.5,298,299,1.4784259047576414e-7,1.4784259047576414e-7,1.4784259047576414e-7,1.4293648035475788e-7,1.4293648035475788e-7,1.4293648035475788e-7
100,301.5,301,302,1.2807507979052932e-7,1.2807507979052932e-7,1.2807507979052932e-7,9.178479750867844e-8,9.178479750867844e-8,9.178479750867844e-8,301.5,301,302,1.4956142065242883e-7,1.4956142065242883e-7,1.4956142065242883e-7,1.3161956882677928e-7,1.3161956882677928e-7,1.3161956882677928e-7
101,304.5,304,305,1.3111254394508228e-7,1.3111254394508228e-7,1.3111254394508228e-7,6.605303223824977e-8,6.605303223824977e-8,6.605303223824977e-8,304.5,304,305,1.3649580201531664e-7,1.3649580201531664e-7,1.3649580201531664e-7,1.2286784460621645e-7,1.2286784460621645e-7,1.2286784460621645e-7
102,307.5,307,308,1.2390615402884828e-7,1.2390615402884828e-7,1.2390615402884828e-7,7.477596338543136e-8,7.477596338543136e-8,7.477596338543136e-8,307.5,307,308,1.4365059229049042e-7,1.4365059229049042e-7,1.4365059229049042e-7,1.1978535185807771e-7,1.1978535185807771e-7,1.1978535185807771e-7
103,310.5,310,311,1.4171672840358784e-7,1.4171672840358784e-7,1.4171672840358784e-7,2.3587753433536154e-7,2.3587753433536154e-7,2.3587753433536154e-7,310.5,310,311,1.3763216593386916e-7,1.3763216593386916e-7,1.3763216593386916e-7,3.675187444866274e-7,3.675187444866274e-7,3.675187444866274e-7
104,313.5,313,314,2.8710582690466097e-8,2.8710582690466097e-8,2.8710582690466097e-8,3.0355333386833885e-8,3.0355333386833885e-8,3.0355333386833885e-8,313.5,313,314,1.3177226516239989e-7,1.3177226516239989e-7,1.3177226516239989e-7,2.908281396557935e-7,2.908281396557935e-7,2.908281396557935e-7
105,316.5,316,317,2.8614453275808495e-8,2.8614453275808495e-8,2.8614453275808495e-8,3.29454785442568e-8,3.29454785442568e-8,3.29454785442568e-8,316.5,316,317,1.2889170566139464e-7,1.2889170566139464e-7,1.2889170566139464e-7,8.716116438105341e-8,8.716116438105341e-8,8.716116438105341e-8
106,319.5,319,320,2.879317820850101e-8,2.879317820850101e-8,2.879317820850101e-8,3.9960730086832547e-8,3.9960730086832547e-8,3.9960730086832547e-8,319.5,319,320,1.3319289682588633e-7,1.3319289682588633e-7,1.3319289682588633e-7,1.0334396052523873e-7,1.0334396052523873e-7,1.0334396052523873e-7
107,322.5,322,323,2.8944517488118294e-8,2.8944517488118294e-8,2.8944517488118294e-8,3.55141284880255e-8,3.55141284880255e-8,3.55141284880255e-8,322.5,322,323,1.3026838454057426e-7,1.3026838454057426e-7,1.3026838454057426e-7,7.339650638457186e-8,7.339650638457186e-8,7.339650638457186e-8
108,325.5,325,326,2.8628573139772762e-8,2.8628573139772762e-8,2.8628573139772762e-8,2.8987052478458353e-8,2.8987052478458353e-8,2.8987052478458353e-8,325.5,325,326,1.2861743996570475e-7,1.2861743996570475e-7,1.2861743996570475e-7,9.251424637160542e-8,9.251424637160542e-8,9.251424637160542e-8
109,328.5,328,329,2.8279546739749498e-8,2.8279546739749498e-8,2.8279546739749498e-8,2.8021315876037007e-8,2.8021315876037007e-8,2.8021315876037007e-8,328.5,328,329,1.314847107424559e-7,1.314847107424559e-7,1.314847107424559e-7,7.213699122675732e-8,7.213699122675732e-8,7.213699122675732e-8
110,331.5,331,332,2.8215698443708345e-8,2.8215698443708345e-8,2.8215698443708345e-8,2.6764410512173787e-8,2.6764410512173787e-8,2.6764410512173787e-8,331.5,331,332,1.2494476297321346e-7,1.2494476297321346e-7,1.2494476297321346e-7,1.4625975493752348e-7,1.4625975493752348e-7,1.4625975493752348e-7
111,334.5,334,335,2.806584812501607e-8,2.806584812501607e-8,2.806584812501607e-8,3.005651290602365e-8,3.005651290602365e-8,3.005651290602365e-8,334.5,334,335,1.2287744077960447e-7,1.2287744077960447e-7,1.2287744077960447e-7,8.433936685922363e-8,8.433936685922363e-8,8.433936685922363e-8
112,337.5,337,338,2.802320088797429e-8,2.802320088797429e-8,2.802320088797429e-8,3.031417830181337e-8,3.031417830181337e-8,3.031417830181337e-8,337.5,337,338,1.2612371555585748e-7,1.2612371555585748e-7,1.2612371555585748e-7,1.0186703063971892e-7,1.0186703063971892e-7,1.0186703063971892e-7
113,340.5,340,341,2.7613887355044506e-8,2.7613887355044506e-8,2.7613887355044506e-8,2.801361188133394e-8,2.801361188133394e-8,2.801361188133394e-8,340.5,340,341,1.193527827904391e-7,1.193527827904391e-7,1.193527827904391e-7,1.0892873734732711e-7,1.0892873734732711e-7,1.0892873734732711e-7
114,343.5,343,344,2.7578190237366943e-8,2.7578190237366943e-8,2.7578190237366943e-8,3.17785673981692e-8,3.17785673981692e-8,3.17785673981692e-8,343.5,343,344,1.2334633988639495e-7,1.2334633988639495e-7,1.2334633988639495e-7,1.1902629356587303e-7,1.1902629356587303e-7,1.1902629356587303e-7
115,346.5,346,347,2.7215727308626234e-8,2.7215727308626234e-8,2.7215727308626234e-8,2.6623048200682624e-8,2.6623048200682624e-8,2.6623048200682624e-8,346.5,346,347,1.1982985301258138e-7,1.1982985301258138e-7,1.1982985301258138e-7,1.149066508920253e-7,1.149066508920253e-7,1.149066508920253e-7
116,349.5,349,350,2.7509635077277336e-8,2.7509635077277336e-8,2.7509635077277336e-8,2.5444171368406314e-8,2.5444171368406314e-8,2.5444171368406314e-8,349.5,349,350,1.1876869792098355e-7,1.1876869792098355e-7,1.1876869792098355e-7,9.19883988376372e-8,9.19883988376372e-8,9.19883988376372e-8
117,352.5,352,353,2.7135657919819036e-8,2.7135657919819036e-8,2.7135657919819036e-8,2.7271035678756648e-8,2.7271035678756648e-8,2.7271035678756648e-8,352.5,352,353,1.161646028184669e-7,1.161646028184669e-7,1.161646028184669e-7,1.0234827253550108e-7,1.0234827253550108e-7,1.0234827253550108e-7
118,355.5,355,356,2.6937093119435058e-8,2.6937093119435058e-8,2.6937093119435058e-8,2.486097909454742e-8,2.486097909454742e-8,2.486097909454742e-8,355.5,355,356,1.1285854489867986e-7,1.1285854489867986e-7,1.1285854489867986e-7,2.1285366790564066e-7,2.1285366790564066e-7,2.1285366790564066e-7
119,358.5,358,359,2.6390061115572067e-8,2.6390061115572067e-8,2.6390061115572067e-8,2.7649811280845866e-8,2.7649811280845866e-8,2.7649811280845866e-8,358.5,358,359,1.224107981154394e-7,1.224107981154394e-7,1.224107981154394e-7,1.4372834588778853e-7,1.4372834588778853e-7,1.4372834588778853e-7
120,361.5,361,362,2.6765221761388324e-8,2.6765221761388324e-8,2.6765221761388324e-8,2.8075948215820884e-8,2.8075948215820884e-8,2.8075948215820884e-8,361.5,361,362,1.1316111650778922e-7,1.1316111650778922e-7,1.1316111650778922e-7,9.208758371544558e-8,9.208758371544558e-8,9.208758371544558e-8
121,364.5,364,365,2.6508141398255073e-8,2.6508141398255073e-8,2.6508141398255073e-8,2.8043611631209906e-8,2.8043611631209906e-8,2.8043611631209906e-8,364.5,364,365,1.0837884147784353e-7,1.0837884147784353e-7,1.0837884147784353e-7,6.991158085738525e-8,6.991158085738525e-8,6.991158085738525e-8
122,367.5,367,368,2.6655474933903784e-8,2.6655474933903784e-8,2.6655474933903784e-8,2.5917179105536636e-8,2.5917179105536636e-8,2.5917179105536636e-8,367.5,367,368,1.0660213221578931e-7,1.0660213221578931e-7,1.0660213221578931e-7,1.5712118708587706e-7,1.5712118708587706e-7,1.5712118708587706e-7
123,370.5,370,371,2.6314410606012248e-8,2.6314410606012248e-8,2.6314410606012248e-8,2.4202811534062073e-8,2.4202811534062073e-8,2.4202811534062073e-8,370.5,370,371,1.1110708512868701e-7,1.1110708512868701e-7,1.1110708512868701e-7,1.0201080227303993e-7,1.0201080227303993e-7,1.0201080227303993e-7
124,373.5,373,374,2.6359868902082866e-8,2.6359868902082866e-8,2.6359868902082866e-8,2.582271015858209e-8,2.582271015858209e-8,2.582271015858209e-8,373.5,373,374,1.0653496176499113e-7,1.0653496176499113e-7,1.0653496176499113e-7,1.6060142517261002e-7,1.6060142517261002e-7,1.6060142517261002e-7
125,376.5,376,377,2.606942064958295e-8,2.606942064958295e-8,2.606942064958295e-8,2.700623127516455e-8,2.700623127516455e-8,2.700623127516455e-8,376.5,376,377,1.0901494621704166e-7,1.0901494621704166e-7,1.0901494621704166e-7,8.311162003937208e-8,8.311162003937208e-8,8.311162003937208e-8
126,379.5,379,380,2.6232168696386225e-8,2.6232168696386225e-8,2.6232168696386225e-8,2.5640140552014272e-8,2.5640140552014272e-8,2.5640140552014272e-8,379.5,379,380,1.0375649843045394e-7,1.0375649843045394e-7,1.0375649843045394e-7,1.028317687559555e-7,1.028317687559555e-7,1.028317687559555e-7
127,382.5,382,383,2.5504305417721944e-8,2.5504305417721944e-8,2.5504305417721944e-8,2.6547718214116287e-8,2.6547718214116287e-8,2.6547718214116287e-8,382.5,382,383,1.0739570489794352e-7,1.0739570489794352e-7,1.0739570489794352e-7,1.1426050170505836e-7,1.1426050170505836e-7,1.1426050170505836e-7
128,385.5,385,386,2.608129293832972e-8,2.608129293832972e-8,2.608129293832972e-8,2.6300329865366138e-8,2.6300329865366138e-8,2.6300329865366138e-8,385.5,385,386,1.060406526403432e-7,1.060406526403432e-7,1.060406526403432e-7,6.293504038946661e-8,6.293504038946661e-8,6.293504038946661e-8
129,388.5,388,389,2.5569999778733564e-8,2.5569999778733564e-8,2.5569999778733564e-8,2.4990984574895618e-8,2.4990984574895618e-8,2.4990984574895618e-8,388.5,388,389,1.1305628836039103e-7,1.1305628836039103e-7,1.1305628836039103e-7,9.527464220660032e-8,9.527464220660032e-8,9.527464220660032e-8
130,391.5,391,392,2.5623985721484487e-8,2.5623985721484487e-8,2.5623985721484487e-8,2.9376336574407478e-8,2.9376336574407478e-8,2.9376336574407478e-8,391.5,391,392,1.0174002266876231e-7,1.0174002266876231e-7,1.0174002266876231e-7,1.87587144958696e-7,1.87587144958696e-7,1.87587144958696e-7
131,394.5,394,395,2.5693982307644626e-8,2.5693982307644626e-8,2.5693982307644626e-8,2.4706486395650465e-8,2.4706486395650465e-8,2.4706486395650465e-8,394.5,394,395,1.0616540648895319e-7,1.0616540648895319e-7,1.0616540648895319e-7,8.91681305760178e-8,8.91681305760178e-8,8.91681305760178e-8
132,397.5,397,398,2.536700822847825e-8,2.536700822847825e-8,2.536700822847825e-8,2.7718793672786367e-8,2.7718793672786367e-8,2.7718793672786367e-8,397.5,397,398,1.026212177863845e-7,1.026212177863845e-7,1.026212177863845e-7,6.47216982926817e-8,6.47216982926817e-8,6.47216982926817e-8
133,400.5,400,401,2.526925799511885e-8,2.526925799511885e-8,2.526925799511885e-8,4.213338679932483e-8,4.213338679932483e-8,4.213338679932483e-8,400.5,400,401,1.0750042229016068e-7,1.0750042229016068e-7,1.0750042229016068e-7,1.0248004937456534e-7,1.0248004937456534e-7,1.0248004937456534e-7
134,403.5,403,404,2.510658835672336e-8,2.510658835672336e-8,2.510658835672336e-8,2.5315648811177378e-8,2.5315648811177378e-8,2.5315648811177378e-8,403.5,403,404,1.0199982651726953e-7,1.0199982651726953e-7,1.0199982651726953e-7,5.316874606171579e-8,5.316874606171579e-8,5.316874606171579e-8
135,406.5,406,407,2.4993022263973343e-8,2.4993022263973343e-8,2.4993022263973343e-8,2.4519399183464174e-8,2.4519399183464174e-8,2.4519399183464174e-8,406.5,406,407,1.005216704639066e-7,1.005216704639066e-7,1.005216704639066e-7,5.794702329446877e-8,5.794702329446877e-8,5.794702329446877e-8
136,409.5,409,410,2.4943142437322713e-8,2.4943142437322713e-8,2.4943142437322713e-8,3.05295686842692e-8,3.05295686842692e-8,3.05295686842692e-8,409.5,409,410,9.968730372720681e-8,9.968730372720681e-8,9.968730372720681e-8,6.058527401283432e-8,6.058527401283432e-8,6.058527401283432e-8
137,412.5,412,413,2.4637175533232447e-8,2.4637175533232447e-8,2.4637175533232447e-8,3.0071456163698763e-8,3.0071456163698763e-8,3.0071456163698763e-8,412.5,412,413,9.84969008321644e-8,9.84969008321644e-8,9.84969008321644e-8,1.154030108649717e-7,1.154030108649717e-7,1.154030108649717e-7
138,415.5,415,416,2.505740588935075e-8,2.505740588935075e-8,2.505740588935075e-8,3.1673097662908865e-8,3.1673097662908865e-8,3.1673097662908865e-8,415.5,415,416,9.924278497882678e-8,9.924278497882678e-8,9.924278497882678e-8,9.62407770488128e-8,9.62407770488128e-8,9.62407770488128e-8
139,418.5,418,419,2.4905502419012295e-8,2.4905502419012295e-8,2.4905502419012295e-8,2.3583399753596993e-8,2.3583399753596993e-8,2.3583399753596993e-8,418.5,418,419,1.0261657127685841e-7,1.0261657127685841e-7,1.0261657127685841e-7,3.6656373581954193e-7,3.6656373581954193e-7,3.6656373581954193e-7
140,421.5,421,422,2.4474201060601057e-8,2.4474201060601057e-8,2.4474201060601057e-8,2.3649940913433085e-8,2.3649940913433085e-8,2.3649940913433085e-8,421.5,421,422,9.89847357247893e-8,9.89847357247893e-8,9.89847357247893e-8,8.024679678872508e-8,8.024679678872508e-8,8.024679678872508e-8
141,424.5,424,425,2.4567557646104225e-8,2.4567557646104225e-8,2.4567557646104225e-8,2.361598888785592e-8,2.361598888785592e-8,2.361598888785592e-8,424.5,424,425,9.916120720134306e-8,9.916120720134306e-8,9.916120720134306e-8,1.1401671626330106e-7,1.1401671626330106e-7,1.1401671626330106e-7
142,427.5,427,428,2.4289161474588456e-8,2.4289161474588456e-8,2.4289161474588456e-8,2.4623901672366483e-8,2.4623901672366483e-8,2.4623901672366483e-8,427.5,427,428,9.502521495244728e-8,9.502521495244728e-8,9.502521495244728e-8,7.61585616331623e-8,7.61585616331623e-8,7.61585616331623e-8
143,430.5,430,431,2.4562889405412733e-8,2.4562889405412733e-8,2.4562889405412733e-8,2.4551189080236675e-8,2.4551189080236675e-8,2.4551189080236675e-8,430.5,430,431,9.68641884570662e-8,9.68641884570662e-8,9.68641884570662e-8,1.0641029139512448e-7,1.0641029139512448e-7,1.0641029139512448e-7
144,433.5,433,434,2.4341634758281096e-8,2.4341634758281096e-8,2.4341634758281096e-8,2.526202300800527e-8,2.526202300800527e-8,2.526202300800527e-8,433.5,433,434,9.550673182509666e-8,9.550673182509666e-8,9.550673182509666e-8,7.552203151816008e-8,7.552203151816008e-8,7.552203151816008e-8
145,436.5,436,437,2.414431669113481e-8,2.414431669113481e-8,2.414431669113481e-8,2.551714521183782e-8,2.551714521183782e-8,2.551714521183782e-8,436.5,436,437,9.444547789323957e-8,9.444547789323957e-8,9.444547789323957e-8,1.4060243230054686e-7,1.4060243230054686e-7,1.4060243230054686e-7
146,439.5,439,440,2.401153129465825e-8,2.401153129465825e-8,2.401153129465825e-8,2.5254250417429595e-8,2.5254250417429595e-8,2.5254250417429595e-8,439.5,439,440,9.587385224898461e-8,9.587385224898461e-8,9.587385224898461e-8,1.3636293667811686e-7,1.3636293667811686e-7,1.3636293667811686e-7
147,442.5,442,443,2.410237984770133e-8,2.410237984770133e-8,2.410237984770133e-8,2.3444083989169097e-8,2.3444083989169097e-8,2.3444083989169097e-8,442.5,442,443,9.27333462320361e-8,9.27333462320361e-8,9.27333462320361e-8,4.913341945391935e-8,4.913341945391935e-8,4.913341945391935e-8
148,445.5,445,446,2.4021035322478617e-8,2.4021035322478617e-8,2.4021035322478617e-8,2.3821767501207525e-8,2.3821767501207525e-8,2.3821767501207525e-8,445.5,445,446,9.59616779614878e-8,9.59616779614878e-8,9.59616779614878e-8,5.8799629925617654e-8,5.8799629925617654e-8,5.8799629925617654e-8
149,448.5,448,449,2.3898743613154907e-8,2.3898743613154907e-8,2.3898743613154907e-8,2.4952809704935852e-8,2.4952809704935852e-8,2.4952809704935852e-8,448.5,448,449,9.473336953110367e-8,9.473336953110367e-8,9.473336953110367e-8,5.571495384731185e-8,5.571495384731185e-8,5.571495384731185e-8
